Airline,Origin,Destination,Delay
WN,SAT,BNA,5.5
WN,BNA,JAX,5.5
WN,PHL,DEN,5.49
WN,IND,DAL,5.49
WN,RDU,DEN,5.49
WN,FLL,MCO,5.49
WN,BWI,TPA,5.48
WN,PHL,ATL,5.48
WN,SDF,LAS,5.47
WN,HNL,KOA,5.47
WN,SNA,DEN,5.45
WN,BNA,MCI,5.45
WN,PDX,SNA,5.44
WN,DEN,ONT,5.44
WN,BNA,PIT,5.43
WN,FLL,BUF,5.42
WN,DCA,MDW,5.42
WN,PHX,SAN,5.42
WN,MSP,PHX,5.39
WN,TPA,BWI,5.38
WN,RSW,BUF,5.38
WN,MCI,MCO,5.37
WN,BOS,CMH,5.36
WN,BNA,DEN,5.36
WN,OKC,HOU,5.36
WN,PHL,BNA,5.35
WN,FLL,MSY,5.35
WN,AUS,BNA,5.35
WN,MCI,MSP,5.35
WN,PDX,PHX,5.35
WN,MDW,CVG,5.35
WN,ALB,TPA,5.35
WN,DEN,SAN,5.34
WN,MEM,BWI,5.34
WN,BNA,ATL,5.33
WN,BNA,SAT,5.32
WN,FLL,ALB,5.32
WN,DEN,GEG,5.31
WN,BDL,MCO,5.31
WN,OAK,LGB,5.31
WN,BOS,DAL,5.3
WN,BOS,MKE,5.29
WN,MSY,BWI,5.28
WN,PDX,LAS,5.28
WN,CAK,MCO,5.27
WN,ONT,OAK,5.26
WN,LAS,PIT,5.25
WN,OKC,BNA,5.24
WN,PIT,PHX,5.24
WN,SNA,OAK,5.24
WN,PBI,ISP,5.24
WN,OMA,DEN,5.23
WN,IAD,ATL,5.23
WN,DCA,MCO,5.23
WN,SLC,OAK,5.23
WN,FLL,DEN,5.22
WN,SAT,DEN,5.22
WN,MDW,TUS,5.22
WN,AMA,LAS,5.22
WN,AUS,LAS,5.22
WN,MCO,STL,5.21
WN,DEN,BUF,5.21
WN,BWI,PHX,5.2
WN,AUS,DEN,5.2
WN,SNA,SMF,5.2
WN,KOA,HNL,5.2
WN,SNA,SEA,5.2
WN,TPA,MCI,5.2
WN,TPA,CMH,5.19
WN,TUS,SAN,5.19
WN,OKC,PHX,5.16
WN,TPA,LAS,5.15
WN,ORF,DEN,5.15
WN,LAS,LBB,5.15
WN,RNO,LAS,5.15
WN,BWI,MEM,5.15
WN,MCI,DAL,5.15
WN,SAN,RNO,5.14
WN,BWI,MSY,5.14
WN,RSW,MKE,5.14
WN,STL,SAN,5.13
WN,STL,HOU,5.12
WN,SAT,TPA,5.1
WN,LBB,AUS,5.1
WN,RNO,DAL,5.1
WN,PHX,SNA,5.1
WN,BUR,SMF,5.09
WN,FLL,HOU,5.09
WN,MCI,MSY,5.09
WN,ONT,SJC,5.08
WN,BWI,ORF,5.08
WN,RDU,BWI,5.08
WN,HOU,PDX,5.06
WN,OAK,MCI,5.06
WN,BWI,CHS,5.05
WN,SAT,FLL,5.04
WN,MEM,MCO,5.04
WN,BUR,PDX,5.04
WN,MDW,BOI,5.04
WN,BUR,SJC,5.03
WN,BWI,CMH,5.03
WN,AUS,DAL,5.01
WN,DCA,ATL,5.01
WN,BNA,PHX,5
WN,DCA,STL,4.99
WN,OKC,DAL,4.99
WN,PHX,MCI,4.99
WN,MCO,DEN,4.98
WN,SAN,STL,4.98
WN,DEN,BUR,4.98
WN,MSP,MCI,4.97
WN,MCO,MHT,4.97
WN,ABQ,LAS,4.97
WN,MCO,MCI,4.95
WN,PHX,RDU,4.93
WN,SNA,LAS,4.93
WN,MCO,PWM,4.93
WN,ISP,MCO,4.93
WN,BWI,AUS,4.92
WN,MSY,IND,4.92
WN,BWI,HOU,4.91
WN,OGG,OAK,4.89
WN,TUS,DEN,4.89
WN,BOS,MCI,4.88
WN,IND,DCA,4.88
WN,SLC,PHX,4.88
WN,CHS,STL,4.87
WN,SAN,PDX,4.85
WN,BUR,MDW,4.84
WN,BWI,BNA,4.83
WN,BWI,SAN,4.83
WN,MSP,MDW,4.82
WN,BWI,ECP,4.82
WN,AUS,ABQ,4.81
WN,SAN,HOU,4.8
WN,BWI,JAX,4.79
WN,BOS,MDW,4.79
WN,STL,SAT,4.79
WN,MAF,HOU,4.78
WN,AUS,STL,4.78
WN,SMF,LAS,4.76
WN,MCI,DCA,4.76
WN,MSY,SMF,4.75
WN,CMH,MCO,4.74
WN,AUS,IND,4.74
WN,OAK,SNA,4.74
WN,ABQ,SAN,4.73
WN,PBI,PIT,4.72
WN,IND,MSY,4.72
WN,CVG,MDW,4.71
WN,MCO,ALB,4.7
WN,BNA,SEA,4.69
WN,MCI,PHX,4.68
WN,HOU,MAF,4.68
WN,MDW,FNT,4.67
WN,DCA,FLL,4.66
WN,PDX,OAK,4.65
WN,PHX,BOI,4.65
WN,LGA,HOU,4.64
WN,OKC,DEN,4.63
WN,SAN,SMF,4.63
WN,PIT,MCO,4.62
WN,MCO,SDF,4.62
WN,BHM,DAL,4.59
WN,LIT,STL,4.59
WN,DAL,JAX,4.58
WN,PHX,TUL,4.58
WN,MSP,STL,4.56
WN,BWI,ABQ,4.55
WN,ELP,HOU,4.55
WN,SJC,STL,4.54
WN,DTW,BNA,4.54
WN,BWI,SDF,4.54
WN,BDL,TPA,4.51
WN,SLC,LAS,4.51
WN,CRP,HOU,4.51
WN,FLL,LAS,4.5
WN,LBB,DAL,4.5
WN,MCO,LAS,4.48
WN,DAL,PNS,4.48
WN,DCA,RSW,4.47
WN,OGG,SJC,4.47
WN,PNS,BNA,4.47
WN,ORF,MDW,4.47
WN,GEG,MDW,4.47
WN,BUR,DAL,4.46
WN,DEN,SNA,4.45
WN,RDU,STL,4.45
WN,RDU,LAS,4.44
WN,SMF,SAN,4.44
WN,ELP,SAT,4.42
WN,TPA,ALB,4.42
WN,SEA,MDW,4.41
WN,TUL,STL,4.41
WN,ELP,LAS,4.4
WN,SAT,LGA,4.4
WN,BWI,DAL,4.39
WN,SLC,SJC,4.37
WN,SMF,SNA,4.37
WN,ABQ,OAK,4.36
WN,BUR,DEN,4.35
WN,ABQ,BWI,4.35
WN,LAS,DTW,4.34
WN,PHX,CLE,4.33
WN,STL,PBI,4.32
WN,MAF,DAL,4.31
WN,RDU,BNA,4.3
WN,LAX,TPA,4.29
WN,PHL,STL,4.29
WN,ATL,BNA,4.29
WN,ABQ,HOU,4.28
WN,BNA,OAK,4.26
WN,MCI,HOU,4.25
WN,TPA,SDF,4.24
WN,AUS,LBB,4.24
WN,PHX,GEG,4.24
WN,SNA,PDX,4.23
WN,BHM,LAS,4.22
WN,SMF,MCO,4.2
WN,IND,LAX,4.2
WN,BWI,LAS,4.19
WN,PHX,ATL,4.19
WN,ELP,DEN,4.18
WN,SMF,PHX,4.18
WN,JAX,ATL,4.17
WN,BNA,HOU,4.16
WN,PVD,MCO,4.15
WN,DEN,TUS,4.15
WN,BWI,DEN,4.15
WN,GSP,ATL,4.14
WN,OAK,ATL,4.12
WN,SMF,PDX,4.12
WN,BWI,STL,4.09
WN,DTW,MDW,4.04
WN,DTW,ATL,4.03
WN,PDX,SAN,4.03
WN,SJU,TPA,4.01
WN,MSY,STL,4.01
WN,SNA,DAL,3.99
WN,ABQ,MCO,3.99
WN,MCI,FLL,3.98
WN,SAT,LAS,3.97
WN,BWI,PWM,3.96
WN,EWR,SAN,3.95
WN,CHS,BWI,3.94
WN,TUL,DAL,3.93
WN,MCI,ABQ,3.92
WN,SDF,HOU,3.92
WN,MSY,BOS,3.9
WN,TPA,HOU,3.9
WN,CMH,MDW,3.88
WN,ELP,DAL,3.88
WN,PBI,ATL,3.88
WN,BWI,SJU,3.88
WN,SNA,SJC,3.86
WN,HOU,SNA,3.86
WN,EWR,FLL,3.86
WN,STL,OAK,3.86
WN,MDW,PNS,3.84
WN,FNT,RSW,3.84
WN,PHX,BWI,3.84
WN,DSM,STL,3.84
WN,ECP,HOU,3.83
WN,FLL,MSP,3.83
WN,LGA,BNA,3.82
WN,MCI,PDX,3.82
WN,LIT,PHX,3.79
WN,PWM,BWI,3.79
WN,SJC,MDW,3.76
WN,MEM,HOU,3.75
WN,MCI,MDW,3.74
WN,RSW,BDL,3.73
WN,DAL,PBI,3.72
WN,RSW,MDW,3.72
WN,DTW,BWI,3.71
WN,OMA,PHX,3.7
WN,BOS,BNA,3.7
WN,RSW,PIT,3.69
WN,LAS,LGB,3.68
WN,BUF,TPA,3.68
WN,SNA,HOU,3.66
WN,CVG,BWI,3.66
WN,SAT,BWI,3.66
WN,PIT,BNA,3.66
WN,SMF,BNA,3.65
WN,OAK,HOU,3.63
WN,PBI,BWI,3.63
WN,DEN,PNS,3.62
WN,BOI,LAS,3.62
WN,RSW,CMH,3.62
WN,SAN,BOI,3.62
WN,ECP,BNA,3.62
WN,CMH,ATL,3.61
WN,IND,BWI,3.6
WN,SEA,AUS,3.6
WN,LAX,OMA,3.6
WN,PHX,PIT,3.59
WN,SMF,LGB,3.59
WN,ABQ,SJC,3.58
WN,SMF,SLC,3.58
WN,BUF,RSW,3.57
WN,IND,TPA,3.57
WN,JAX,BWI,3.56
WN,CMH,STL,3.54
WN,RSW,ALB,3.53
WN,LGB,LAS,3.53
WN,OMA,LAS,3.52
WN,OMA,STL,3.51
WN,DCA,HOU,3.49
WN,SAN,BWI,3.48
WN,DCA,BNA,3.48
WN,MSP,FLL,3.43
WN,PIT,DAL,3.43
WN,HNL,SJC,3.43
WN,BUF,MDW,3.43
WN,TPA,DAY,3.43
WN,DEN,MEM,3.42
WN,RSW,IND,3.41
WN,IND,OAK,3.41
WN,SMF,DEN,3.41
WN,BOI,PHX,3.4
WN,MCI,SNA,3.4
WN,ELP,AUS,3.4
WN,AUS,DCA,3.4
WN,RSW,STL,3.38
WN,SLC,DAL,3.36
WN,BHM,BWI,3.35
WN,BNA,CHS,3.35
WN,DCA,TPA,3.33
WN,CLE,MDW,3.32
WN,RSW,MSP,3.29
WN,DCA,DAL,3.28
WN,BWI,SAT,3.26
WN,PDX,DAL,3.26
WN,BNA,OKC,3.24
WN,JAX,MDW,3.24
WN,TUL,HOU,3.24
WN,STL,CHS,3.23
WN,OKC,STL,3.23
WN,ATL,SAN,3.23
WN,MSY,RDU,3.23
WN,OAK,AUS,3.21
WN,IND,DEN,3.21
WN,TUL,PHX,3.21
WN,DEN,LGB,3.2
WN,RDU,MDW,3.2
WN,PHL,MSP,3.2
WN,SDF,BWI,3.18
WN,DTW,STL,3.17
WN,SLC,BWI,3.17
WN,SDF,MCO,3.17
WN,IND,MDW,3.17
WN,MHT,TPA,3.15
WN,BOI,MDW,3.14
WN,ORF,BWI,3.14
WN,MKE,DAL,3.13
WN,MDW,OKC,3.13
WN,TPA,ROC,3.12
WN,SLC,BUR,3.12
WN,DTW,LAS,3.12
WN,MCI,SEA,3.1
WN,JAX,DEN,3.08
WN,OAK,BWI,3.07
WN,JAX,BNA,3.05
WN,IND,MCI,3.04
WN,RSW,BNA,3.03
WN,SJU,MCO,3.03
WN,MCO,CAK,3.03
WN,STL,LAS,3.03
WN,FLL,JAX,3
WN,RNO,DEN,2.98
WN,CLE,PHX,2.98
WN,ABQ,PDX,2.97
WN,MCI,SAN,2.97
WN,PDX,DEN,2.96
WN,SAT,MCI,2.94
WN,DTW,PHX,2.93
WN,IND,RSW,2.93
WN,ORF,MCO,2.92
WN,GRR,MDW,2.92
WN,RSW,BWI,2.9
WN,ECP,AUS,2.89
WN,GRR,MCO,2.89
WN,OAK,HNL,2.88
WN,RNO,SAN,2.88
WN,MCI,MKE,2.87
WN,CMH,LAS,2.86
WN,GEG,SAN,2.83
WN,SAT,STL,2.81
WN,PVD,BWI,2.8
WN,MCI,STL,2.8
WN,CLE,ATL,2.78
WN,BUF,MCO,2.76
WN,OMA,MDW,2.75
WN,SLC,HOU,2.75
WN,DEN,RNO,2.74
WN,BOI,GEG,2.73
WN,MCI,ATL,2.72
WN,PNS,MDW,2.68
WN,MCO,SAN,2.62
WN,PVD,RSW,2.61
WN,TPA,CLE,2.61
WN,MSP,RSW,2.6
WN,TUL,LAS,2.6
WN,RDU,HOU,2.59
WN,GEG,BOI,2.58
WN,SMF,GEG,2.58
WN,PNS,HOU,2.55
WN,SJU,BWI,2.55
WN,MKE,SEA,2.54
WN,AUS,BWI,2.54
WN,ALB,MDW,2.51
WN,OKC,BWI,2.44
WN,OGG,HNL,2.44
WN,BOI,OAK,2.44
WN,PHX,SDF,2.44
WN,MCI,LAS,2.43
WN,BDL,BWI,2.43
WN,PVD,TPA,2.42
WN,BOI,SMF,2.41
WN,ALB,LAS,2.41
WN,MCI,OAK,2.39
WN,MCO,IAD,2.38
WN,PDX,MDW,2.37
WN,IND,SAN,2.35
WN,OAK,MDW,2.34
WN,RSW,ATL,2.32
WN,PHL,LAS,2.31
WN,BNA,RSW,2.31
WN,SDF,PHX,2.3
WN,DTW,DEN,2.3
WN,ALB,MCO,2.27
WN,MKE,MCO,2.27
WN,PDX,MCI,2.27
WN,FNT,MDW,2.26
WN,CMH,BNA,2.25
WN,IAD,DEN,2.2
WN,JAX,FLL,2.2
WN,GEG,PHX,2.19
WN,BNA,LAS,2.18
WN,ABQ,MDW,2.17
WN,TUS,LAS,2.16
WN,IND,HOU,2.16
WN,MCO,GRR,2.16
WN,SJU,HOU,2.16
WN,BUR,SLC,2.14
WN,MCI,AUS,2.13
WN,OAK,SAT,2.12
WN,MCI,BNA,2.12
WN,OKC,LAS,2.11
WN,ONT,DAL,2.1
WN,CHS,MDW,2.1
WN,DSM,LAS,2.08
WN,AMA,DAL,2.08
WN,PIT,FLL,2.06
WN,MDW,DAY,2.04
WN,SLC,MDW,2.04
WN,PIT,RSW,2.03
WN,BOI,DEN,2.03
WN,MKE,LAX,2.01
WN,SMF,MDW,2.01
WN,MKE,MCI,2.01
WN,MKE,STL,2.01
WN,PIT,MDW,2
WN,MEM,DEN,1.99
WN,CLE,STL,1.96
WN,IND,PHX,1.96
WN,TUL,DEN,1.95
WN,RNO,OAK,1.94
WN,STL,SNA,1.94
WN,BDL,LAS,1.93
WN,DCA,IND,1.93
WN,TPA,MSP,1.92
WN,MKE,TPA,1.91
WN,MKE,PHX,1.89
WN,DEN,ECP,1.88
WN,ISP,FLL,1.88
WN,GEG,SJC,1.87
WN,PDX,ABQ,1.86
WN,SDF,TPA,1.82
WN,BDL,MDW,1.81
WN,SJC,OGG,1.81
WN,SJU,FLL,1.8
WN,CHS,HOU,1.79
WN,PVD,FLL,1.79
WN,SDF,MDW,1.77
WN,MKE,RSW,1.74
WN,IND,LAS,1.73
WN,BHM,HOU,1.68
WN,PIT,LAS,1.67
WN,CMH,BWI,1.67
WN,PVD,MDW,1.66
WN,RSW,MCI,1.66
WN,GEG,LAS,1.65
WN,BOI,SJC,1.64
WN,BWI,BHM,1.63
WN,SAN,MDW,1.62
WN,DEN,ELP,1.62
WN,ROC,BWI,1.62
WN,ISP,BWI,1.62
WN,ALB,BWI,1.61
WN,RDU,AUS,1.61
WN,OKC,ATL,1.59
WN,ROC,MCO,1.57
WN,MKE,BWI,1.56
WN,JAX,HOU,1.54
WN,PIT,STL,1.54
WN,ATL,OKC,1.52
WN,OAK,STL,1.51
WN,BOS,AUS,1.5
WN,MKE,DEN,1.48
WN,ICT,STL,1.46
WN,CLE,BNA,1.41
WN,CAK,ATL,1.41
WN,CLE,BWI,1.39
WN,DTW,MCO,1.39
WN,RIC,ATL,1.38
WN,CMH,FLL,1.38
WN,MCI,BWI,1.36
WN,ECP,STL,1.35
WN,CLE,RSW,1.34
WN,GEG,DEN,1.33
WN,CVG,MCO,1.33
WN,MKE,BNA,1.31
WN,RDU,FLL,1.31
WN,BUF,BWI,1.29
WN,PHL,PBI,1.29
WN,RNO,SJC,1.28
WN,CMH,DEN,1.26
WN,BNA,ORF,1.25
WN,TPA,OMA,1.24
WN,PDX,HOU,1.22
WN,LGB,OAK,1.21
WN,ICT,LAS,1.19
WN,OMA,LAX,1.16
WN,PIT,ATL,1.15
WN,HOU,SDF,1.15
WN,PIT,LAX,1.14
WN,MHT,MCO,1.11
WN,MKE,FLL,1.11
WN,GEG,SMF,1.11
WN,PIT,BWI,1.1
WN,IAD,LAS,1.09
WN,LAS,AMA,1.06
WN,FNT,MCO,1.06
WN,MSP,LAS,1.05
WN,PIT,DEN,1.03
WN,SMF,DAL,1
WN,ONT,PDX,0.93
WN,SNA,STL,0.91
WN,OAK,OGG,0.87
WN,SFO,AUS,0.81
WN,MKE,LAS,0.79
WN,OMA,HOU,0.73
WN,RNO,MDW,0.72
WN,HOU,CMH,0.66
WN,ABQ,SNA,0.61
WN,CLE,MKE,0.6
WN,SJC,BNA,0.59
WN,MSP,OAK,0.56
WN,BUF,FLL,0.54
WN,PIT,MSY,0.52
WN,TPA,GRR,0.49
WN,LAS,IAD,0.45
WN,ELP,SAN,0.45
WN,RSW,DCA,0.43
WN,MSP,ATL,0.39
WN,CLE,LAS,0.39
WN,IND,FLL,0.37
WN,MCI,RDU,0.34
WN,MAF,LAS,0.33
WN,SJC,MSY,0.33
WN,BUF,LAS,0.32
WN,MCI,SAT,0.31
WN,ALB,RSW,0.3
WN,RSW,GRR,0.3
WN,BOI,SAN,0.27
WN,BOS,HOU,0.25
WN,MHT,BWI,0.23
WN,MSP,BNA,0.22
WN,ICT,PHX,0.17
WN,DAY,MDW,0.14
WN,SJC,BWI,0.13
WN,DEN,RSW,0.1
WN,MCO,DAY,0.04
WN,GEG,OAK,0.03
WN,CLE,MCO,-0.09
WN,PHL,FLL,-0.09
WN,DEN,CHS,-0.09
WN,SEA,STL,-0.12
WN,PHX,CVG,-0.12
WN,BNA,MKE,-0.16
WN,MKE,CLE,-0.17
WN,SAT,OAK,-0.23
WN,MKE,ATL,-0.29
WN,DEN,CVG,-0.3
WN,LAX,OKC,-0.3
WN,SEA,ATL,-0.3
WN,PHX,ICT,-0.32
WN,DAY,TPA,-0.4
WN,ONT,MDW,-0.42
WN,RIC,TPA,-0.43
WN,PHX,DSM,-0.5
WN,LGB,SMF,-0.5
WN,BDL,PBI,-0.54
WN,MHT,FLL,-0.55
WN,FLL,MHT,-0.55
WN,MCO,FNT,-0.55
WN,PIT,HOU,-0.61
WN,AUS,RDU,-0.62
WN,MCO,CVG,-0.63
WN,FNT,TPA,-0.64
WN,ALB,FLL,-0.65
WN,SJC,LGB,-0.66
WN,DEN,ORF,-0.69
WN,MSP,PHL,-0.7
WN,MDW,PWM,-0.78
WN,DSM,PHX,-0.79
WN,SDF,DAL,-0.81
WN,MCO,ROC,-0.85
WN,BDL,RSW,-0.88
WN,BDL,DEN,-0.94
WN,MHT,MDW,-0.99
WN,CMH,HOU,-1.07
WN,RDU,SJC,-1.13
WN,RSW,FNT,-1.15
WN,PWM,MDW,-1.22
WN,SDF,DEN,-1.23
WN,LGB,DEN,-1.26
WN,TUS,MDW,-1.3
WN,MCI,PNS,-1.33
WN,GRR,DEN,-1.37
WN,BDL,FLL,-1.43
WN,GRR,TPA,-1.47
WN,OMA,SAN,-1.48
WN,MSP,BOS,-1.8
WN,RSW,DEN,-1.86
WN,CLE,DEN,-1.98
WN,MSP,DAL,-2.05
WN,SMF,BWI,-2.06
WN,SMF,STL,-2.08
WN,PBI,MDW,-2.1
WN,SJC,TUS,-2.2
WN,CMH,OKC,-2.4
WN,LGA,FLL,-2.46
WN,IAD,FLL,-2.8
WN,MKE,HOU,-3.04
WN,SAT,ABQ,-3.05
WN,SMF,AUS,-3.06
WN,LBB,DEN,-3.3
WN,SAN,OMA,-3.3
WN,SEA,ABQ,-3.4
WN,PBI,STL,-3.5
WN,LGB,SJC,-3.56
WN,RIC,MCO,-3.64
WN,DTW,TPA,-3.64
WN,PDX,STL,-3.65
WN,BDL,STL,-3.67
WN,MKE,SAN,-3.77
WN,SJC,HNL,-4.03
WN,DAL,TUS,-4.1
WN,PIT,PBI,-4.2
WN,TPA,FNT,-4.27
WN,IND,AUS,-4.27
WN,BNA,SMF,-4.33
WN,SJC,ELP,-4.38
WN,PHX,LGA,-4.42
WN,PBI,BDL,-4.73
WN,MCO,RIC,-5.35
WN,ABQ,SEA,-5.4
WN,FLL,OKC,-5.53
WN,CLE,TPA,-5.54
WN,CLE,MSY,-5.63
WN,SMF,MSY,-5.64
WN,SFO,ONT,-5.67
WN,DAL,CRP,-5.75
WN,DAY,MCO,-5.94
WN,TUS,SJC,-5.98
WN,CRP,DAL,-7.15
WN,MCO,TUL,-7.51
WN,LGA,PHX,-7.85
WN,MSY,MKE,-8
WN,MSY,CLE,-9.02
WN,TPA,RIC,-9.8
WN,TUS,DAL,-12.99
WN,OKC,LAX,-13.8
WN,OKC,CMH,-14.8
WN,BHM,FLL,-15.07
WN,JAX,LAS,-17.14
AA,DCA,MCI,118
AA,PHL,XNA,84.6
AA,DCA,BDL,75.07
AA,SDF,MIA,71.7
AA,COS,ORD,66.91
AA,ORD,BUF,58.73
AA,DFW,LIH,55.06
AA,CHS,MIA,47.76
AA,ANC,DFW,46.35
AA,LIH,DFW,37.16
AA,JAC,ORD,36.73
AA,ONT,ORD,36.69
AA,VPS,CLT,35.15
AA,MIA,CHS,35.15
AA,ORD,EGE,34.39
AA,DFW,AGS,33.8
AA,JFK,EGE,33.05
AA,ORD,ONT,31.77
AA,DTW,LGA,30.99
AA,EGE,JFK,30.77
AA,TYS,CLT,29.77
AA,DFW,ANC,29.1
AA,MYR,DFW,28.86
AA,EGE,MIA,28.67
AA,STT,JFK,28.53
AA,CLT,XNA,28.28
AA,ORD,OMA,27.68
AA,ORD,JAC,27.4
AA,XNA,CLT,26.52
AA,LIT,DFW,26.48
AA,EGE,LAX,26.06
AA,JFK,STT,25.86
AA,ORD,SYR,24.83
AA,MIA,TUL,24.71
AA,PDX,PHL,24.71
AA,DFW,GSO,24.26
AA,MIA,BUF,24.03
AA,XNA,PHL,23.4
AA,DFW,BUR,23.34
AA,AGS,DFW,22.68
AA,HDN,DFW,22.44
AA,ANC,PHX,22.43
AA,JFK,SJU,21.53
AA,JFK,DEN,21.39
AA,DFW,EGE,21.31
AA,DFW,TYS,21.27
AA,DCA,PIT,21.21
AA,DFW,JAC,21.08
AA,MCO,LGA,20.87
AA,MIA,JFK,20.84
AA,ORD,DSM,20.83
AA,SDF,DFW,20.75
AA,MIA,ORF,20.49
AA,ORD,BNA,20.33
AA,DFW,MAF,20.27
AA,BHM,SJC,20
AA,DCA,JFK,19.79
AA,ORD,EWR,19.62
AA,JAC,DFW,19.57
AA,EGE,DFW,19.52
AA,MIA,JAX,19.25
AA,LAX,EGE,19.25
AA,MTJ,DFW,18.75
AA,ORD,BWI,18.69
AA,XNA,DFW,18.03
AA,BUF,ORD,17.97
AA,ORD,ELP,17.89
AA,DFW,KOA,17.82
AA,MIA,EWR,17.45
AA,CLT,VPS,17.39
AA,PHL,PDX,17.33
AA,BZN,ORD,17.17
AA,ORD,SMF,17.03
AA,SDF,ORD,16.95
AA,CLT,SJC,16.85
AA,EGE,ORD,16.78
AA,CLT,EWR,16.72
AA,DFW,PNS,16.49
AA,DFW,LBB,16.28
AA,PHL,SJU,16.17
AA,ORD,RNO,16.09
AA,ORD,SAT,16.04
AA,PHL,SLC,15.98
AA,DFW,EWR,15.97
AA,PHX,ANC,15.93
AA,DFW,ICT,15.91
AA,DFW,BUF,15.85
AA,OAK,DFW,15.82
AA,ORD,IND,15.78
AA,PHL,SEA,15.71
AA,CLT,TYS,15.67
AA,PHX,EWR,15.66
AA,DFW,GRR,15.64
AA,PHL,SFO,15.62
AA,ORD,ABQ,15.59
AA,MSP,LGA,15.54
AA,ORD,SFO,15.54
AA,PHL,BUF,15.51
AA,DFW,GUC,15.45
AA,ORD,JFK,15.43
AA,ORD,HNL,15.3
AA,DCA,RDU,15.28
AA,GSP,SJC,15.2
AA,DFW,HNL,15.14
AA,CLT,TUL,15.13
AA,CMH,ORD,15.08
AA,ORD,JAX,14.87
AA,ORD,MSY,14.77
AA,DFW,JAX,14.75
AA,ORD,IAH,14.74
AA,DFW,OGG,14.73
AA,LAX,SFO,14.64
AA,MIA,PHL,14.51
AA,DFW,SFO,14.49
AA,DFW,MIA,14.42
AA,MIA,BDL,14.41
AA,ORD,STL,14.38
AA,ORD,PDX,14.34
AA,LBB,DFW,14.28
AA,OMA,ORD,14.03
AA,JFK,ORD,14
AA,ORD,DFW,13.97
AA,MIA,PVD,13.83
AA,RDU,LGA,13.79
AA,DFW,JFK,13.76
AA,ORD,PIT,13.74
AA,MAF,DFW,13.73
AA,RDU,PHX,13.66
AA,DFW,VPS,13.66
AA,ORD,TUS,13.65
AA,MIA,BNA,13.63
AA,ORD,BDL,13.62
AA,JFK,SEA,13.62
AA,ORD,MCI,13.55
AA,MIA,SFO,13.47
AA,SFO,LAX,13.41
AA,BNA,LGA,13.4
AA,MIA,SEA,13.38
AA,LGA,EGE,13.37
AA,DFW,DSM,13.31
AA,DFW,LIT,13.28
AA,DFW,SAV,13.25
AA,DFW,CVG,13.25
AA,MIA,SLC,13.16
AA,ORD,BZN,13.14
AA,MIA,AUS,13.12
AA,MIA,MSY,13.09
AA,ORD,SDF,13.06
AA,LGA,DTW,13.03
AA,ORD,ORF,13.02
AA,BUR,DFW,12.98
AA,CLT,SFO,12.97
AA,MIA,STL,12.82
AA,MIA,SAT,12.8
AA,DFW,MEM,12.77
AA,CLT,SMF,12.67
AA,ORD,ATL,12.67
AA,ORD,TPA,12.64
AA,DFW,ORF,12.55
AA,DFW,IND,12.41
AA,DFW,SMF,12.38
AA,DFW,MCO,12.37
AA,DSM,ORD,12.34
AA,GUC,DFW,12.3
AA,ORD,RDU,12.28
AA,DFW,CHS,12.27
AA,DFW,CAE,12.23
AA,LAX,PIT,12.23
AA,DFW,SEA,12.21
AA,DFW,MFE,12.18
AA,PHX,SFO,12.13
AA,DFW,CLE,12.11
AA,JAX,DFW,12.07
AA,ORD,MIA,12.07
AA,RDU,ORD,11.99
AA,JFK,SAN,11.96
AA,DFW,TUL,11.93
AA,JFK,AUS,11.92
AA,ORD,SLC,11.89
AA,PSP,PHX,11.87
AA,CLT,STT,11.87
AA,MIA,IAH,11.84
AA,ORD,MSP,11.82
AA,DFW,GSP,11.8
AA,DFW,AMA,11.79
AA,BWI,DFW,11.79
AA,EWR,ORD,11.77
AA,MIA,MSP,11.77
AA,MIA,IAD,11.76
AA,ATL,LGA,11.69
AA,MIA,DFW,11.69
AA,ORD,COS,11.65
AA,DFW,PHX,11.64
AA,MIA,SDF,11.6
AA,DFW,COS,11.58
AA,IAD,DFW,11.53
AA,DFW,IAH,11.51
AA,DFW,MSY,11.5
AA,DFW,ORD,11.48
AA,ORD,SJC,11.47
AA,JFK,SAT,11.39
AA,DFW,DEN,11.37
AA,DFW,SLC,11.36
AA,LGA,ATL,11.36
AA,PIT,DCA,11.32
AA,DFW,OMA,11.32
AA,ORD,XNA,11.29
AA,DFW,PHL,11.28
AA,PHL,DEN,11.26
AA,CLT,JFK,11.24
AA,CVG,DFW,11.21
AA,PHL,LGA,11.15
AA,JFK,LAS,11.15
AA,DFW,PDX,11.13
AA,SDF,LAX,11.12
AA,ORD,TUL,11.12
AA,JFK,MSP,11.1
AA,LGA,CMH,11
AA,DFW,XNA,10.97
AA,MIA,LAS,10.96
AA,ORD,LAS,10.94
AA,DFW,CMH,10.91
AA,ORD,SEA,10.91
AA,DFW,BOS,10.87
AA,DFW,BZN,10.86
AA,ORD,SAN,10.83
AA,IAH,MIA,10.8
AA,LAX,IAH,10.75
AA,DFW,TPA,10.75
AA,ORD,LAX,10.74
AA,DFW,SDF,10.73
AA,DFW,RNO,10.7
AA,CLT,MLB,10.69
AA,VPS,DFW,10.69
AA,JFK,TUS,10.67
AA,PHL,SAN,10.67
AA,IAH,DFW,10.67
AA,OKC,CLT,10.65
AA,DFW,FAT,10.63
AA,ORD,DEN,10.62
AA,DSM,DFW,10.6
