Index,business_id,cool,date,funny,review_id,stars,useful,user_id,fear_score,happy_score,sad_score,anger_score,neutral_score,surprise_score,disgust_score,fear_normalized,happy_normalized,sad_normalized,anger_normalized,neutral_normalized,surprise_normalized,disgust_normalized,text,review_length
84442,XH2TZmZt6gzHHpjqk8C6pg,1,2009-05-26 13:42:02,3,rtQJU6GHxnxsXKBspKzWaA,5,6,lJzgOpVS1pmb2UW7j2GkDg,2.4055228904145007,3.0254552269209016,2.5626368669198007,2.2444980166198008,1.005997474534,2.9255124977796005,1.4239821523006004,0.15426342215646136,0.19401897140357316,0.1643389611508715,0.14393708180739806,0.0645134634639172,0.1876097588874799,0.0913183411302989,"I stand corrected: Zucca is the best authentic Italian in Toronto. With an unassuming street fa̤ade, it's demure to passers-by, but hard to leave once you're on the warm inside.

The chefs daughter is celiac, so they were very knowledable about gluten-free options. In fact, instead of bread and oil, we were served a chickpea- flour bread baked with rosemary--it was melt-in-your-mouth, and multiples better than the polenta it resembled.

Service was very articulate beyond just wheat-free suggestions. We tasted and learned about Gattinara wines, from vineyards in the Northwest of Italy, from the very owner! 

The server and owner both took time to sit with us at the table--they were brimming with hospitality and yet exuded authority with their suggestions. Our plates were served gracefully, deftly.

The meal:

We were offered a choice between a special tasting menu, a $25 prix fixe (salad, pasta & desert) and the full menu. I chose a la carte.

Along with the chick-pea cakes, the olives were the best I've ever had--spicy, sweet, black and wrinkly. I didn't even know that olives could even be improved upon!

 The Amore Negro wine was incredible--the bouquet, the smoothness--as was the Sangiovese.

I had trouble resisting the octopus salad, but settled on the white asparagus with hollandaise and white polenta! It was divine!!

My entr̩e was the branzino stuffed with rosemary and bay, served with olive oil that the fluffy meat just absorbs like magic, accompanied by stuffed artichokes and chard.

For desert, I split flourless chocolate cake with ricotta tart with a friend, but I must return for the meringue!

I can't believe how many times I walked past Zucca, perfectly situated just South of Y& Eg. All it took was a friend to make the recommendation--now we're hooked!",307
75795,yNVcnSaMSrTmjJBMrHTy9w,2,2012-06-01 18:22:23,1,wU-awV0uGkZdjnIFsgoTQA,4,5,8iqGB11mHwCTLOOHkqnqmQ,0.5328273016891,0.5134714395972998,0.36318535611209996,0.4040826573041,0.15302070967,0.5492975927082999,0.13842551475370002,0.200740375803432,0.193448138678964,0.13682850830114973,0.15223638921228694,0.05764988893678539,0.2069454865368817,0.05215121253050031,"I loved this place.

Dark, cozy booths - Check

Old Vegas Vibe - Check

NOT on the strip - Check

Good Italian - Check

Free bottle of wine - Check

This place is everything that the strip restaurants are not.  The food was great, the red sauce was sweet but it worked well.  After a day on the strip, take a short cab over to Battistas and more than likely you'll be back the next time you are in Vegas.",88
42057,zk3AimWhuz0EZsNgIddKdg,0,2018-05-19 16:05:50,0,WBE8cGKMIJggpXRA4KTaog,2,0,qFk5mtbEqpRgg2v2HRoryQ,0.3652996457413999,0.8868912596913999,0.30491035307750003,0.4552084800414,0.130912251347,0.29335967524140005,0.3154420489214,0.13273855304185675,0.32226875631914725,0.11079495845895396,0.16540863282373136,0.04756944886706544,0.10659780064484004,0.1146218498444054,"I love Einstein's Brothers Bagels and when they changed this location to a Caribou I was excited that they were keeping the Einstein's menu. However, the customer service here is nowhere near as good as when it was an Einstein's. Customers are not allowed to get their own coffee refills, and if you buy a $4 latte they charge you a full coffee price to get a drip refill, even when you are reusing your original cup. Some of the younger employees are quite nice and helpful, but overall the service is more in support of the corporation than the customers.",101
25891,MN0Pd66285k2k9lkpEtptA,0,2017-03-15 20:01:16,0,_NcurWksF9tSwXK9Mq3GIA,1,0,D4xs1lDiug7hU_NfPnJxpQ,1.3013862212474998,1.1985325556564996,1.0125520999358,1.5272847626042998,0.449622988048,1.3603302035103997,0.5151312354252998,0.17670257731458344,0.16273707844925805,0.13748460126805204,0.20737514308916769,0.0610499323804166,0.18470600735939766,0.06994466013912455,"I went to this location with my husband for a fish starter kit aquarium. While we were browsing the store a young man who worked for the store began to pass by the end of each aisle we were in, and sometimes just stand at the end of the aisle looking back and forth at nothing not asking us if we needed help. It was getting to be pretty ridiculous seeing that there was a huge boxed aquarium in our cart and it would be ridiculous for him to think we would steal a bulky object as that! He would just end up at the end of every aisle we were browsing which got me pretty upset to have a shopping experience as that. I should have just left the cart in the store without purchasing anything, but we ended up buying a tank, a large bag of fish gravel, aquarium salt, and a few decorations. There was absolutely no reason to have suspicion about us, and he was not looking to help us because he never asked if we needed help. This will not be my choice location for my aquarium needs ever again.",195
51127,N9oZ9GDPf65x6zv7fsKJvA,0,2012-11-07 23:02:55,1,bQ1zd9OOjNwMJexVp2jZSA,3,2,cuVrNmt7_WtBn1uz5L_p0g,0.14893101134550002,0.27448944264249997,0.16755440363250002,0.2634040050925,0.06173724608499999,0.4254463569925,0.08002714725150002,0.1047637166022962,0.1930862747759753,0.11786411640554782,0.18528835795926565,0.04342831821406674,0.2992750883161739,0.05629412772667443,"Just your average TJ. Quaint, local. Lots of fun and unique snacks. The parking lot in this strip mall is incredibly tight. Best of luck to you.",27
40493,V78f9CdEVTkKFkyhdTYVrQ,0,2017-12-30 00:19:30,1,MLwORlIv5_hHrP5t3NoiEQ,2,0,E7SNJmkznqEChusdrp25aQ,0.0349252056984,0.11323845869840002,0.07515756469840001,0.16510279729340002,0.0213574382,0.07064656583450002,0.026642072098400003,0.06887648379332155,0.22331913898157432,0.14821927840877444,0.3256015222991767,0.042119300849717184,0.13932307482377065,0.05254120084366512,"Food was consistent with other IHOPs. Slow service, unfriendly staff. Will not come back to this location.",17
78379,S-oLPRdhlyL5HAknBKTUcQ,1,2014-12-03 02:53:11,0,m2Anz-RKC0pDBkY_i5mHbQ,5,1,UGjV8dDechaxUmbbiOys_g,0.2954684251873,0.8309488529867,0.4060131642132999,0.30263618825849997,0.12006554012,0.6292157327384998,0.11994866235269999,0.1092588841467042,0.3072698695393897,0.1501363309554894,0.11190939339990387,0.044398067000447815,0.2326726072438359,0.044354847714229116,"Terrific Tuesday night at Harumis! I see why the reviews are so good. The sushi is delicious and beautiful. The staff is so friendly! The sushi chef made a special roll for our son, for free. We will definitely come back next time we are in downtown. So thankful for Yelp for helping us find gems like this place!",59
30331,faPVqws-x-5k2CQKDNtHxw,0,2016-04-12 18:26:12,0,mqUaH9qHVKg4AQQuodNg1A,5,0,VUKoeNObTjuNQYJG7HUAzA,0.5674231234253001,0.7083774742853002,0.7900492008993,0.5020355079522001,0.29151320277,0.6811880501542003,0.4144587876184001,0.14346817131709586,0.17910729514236026,0.19975730530565405,0.12693546189545368,0.07370666507867044,0.172232677598214,0.1047924236625518,"Every time I eat here, I find something new and delicious.  The shrimp and grits and chicken and waffles are my favorite.  The watermelon with the waffles is the best part! Made to order peach cobbler, berry cheesecake and macaroni and cheese are worth mentioning. If looking for a healthy option, Kale salad was tasty. Great for small and large groups!",63
47659,qxdZWoRVwf4lpI_gjAN2gA,4,2013-03-19 00:21:53,0,rbEV7igbbmvRvmfMaPD-CA,5,10,KcFMI-hsr2Em7whfI4OM5g,1.7522046894766008,1.7276876317788008,1.6489800673474009,1.453566939136201,0.5962168550449998,1.9274782150530012,0.9211154175940997,0.174744293971823,0.17229925089928774,0.1644498838365189,0.14496167602200175,0.059459659031080636,0.19222401461333616,0.09186122162595166,"I've been coming to this place for years, or rather, ordering food for take out as it is extremely popular among the locals and simply delicious!

It's a really small restaurant that does have some seating area but it feels extremely cramped if you stay there. The kitchen is also out in the open so you can see the chefs tossing their woks flames and all as well as smell the food as you sit for your meal. Most people come in, give their order and when it's ready - usually 15-20 mins- take it to go.

They have a variety of options ranging from Chinese/Cantonese, Vietnamese and Thai dishes along with your western classics like eggrolls and general tao.
If you're familiar with asian cuisine and would like a different noodle type or sauce that's not listed, they can probably cook it up just the way you want it.
My Asian mom would often come in and chat up with the cooks and get a special dish that isn't listed on the menu.

Prices have increased a little in the almost 10 years that I've been going there, but it remains cheap.
Just to give you an idea, my favorite dish, the ""Yang Chow"" fried rice used to be around 6 $ back in 2003, and every year it seems to increase by a dollar. 
Portions are very big. This is the kind of restaurant where it is best to order  at least 2 or 3 plates and share.

As per many asian or small businesses I noticed, this place accepts cash only.",270
58338,r5PLDU-4mSbde5XekTXSCA,0,2017-03-17 01:00:19,0,aQEnT-pyWU_pcuRDcSDYpA,5,0,zon8kE1wD0Qhha9yoQyTBw,0.1863805452889,0.0967429900889,0.0832269286889,0.0850553621889,0.010809386,0.2768205245250001,0.0122958730189,0.24806695586604885,0.1287620390611767,0.11077256380988668,0.11320615435253395,0.01438697089143446,0.3684398751689314,0.016365440849988026,"Best Italian food in Arizona there is no other restaurant that I mind me of back ""east"" more. Everything on the menu is amazing, and believe me I've had everything!!!!! Is a must for anyone wanting Italian.",37
